photographer,Title,URL,imageurl,year,lat,lon,latlon
,"Eleanor Roosevelt arriving at the train station after speaking at the Hollywood Bowl, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8789.jpg,1935,34.0423,-118.2394,
,"President Roosevelt and Mrs. Roosevelt waving good-bye from the train at Central Station, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8791.jpg,1935,34.0423,-118.2394,
,"Eleanor Roosevelt leaving the Biltmore with Mayris Chaney and Malvina Thompson, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8782.jpg,1935,34.049039,-118.253371,
,"Ida McGroarty, Harriet Chips and Lillian D. B. Wheeler at Mc Groarty's home, Tujunga, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10864.jpg,1935,34.249857,-118.297756,
,"Young men at the C. C. C. camp in Griffith Park waiting to greet President Roosevelt, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8786.jpg,1935,34.15450157,-118.3075404,
,"President Roosevelt at the C. C. C. camp holding a model of the ""Spirit of the C. C. C."" statue presented by Lyston  S. Black, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8772.jpg,1935,34.153937,-118.308515,
,"President Roosevelt at the C. C. C. camp holding a model of the ""Spirit of the C. C. C."" statue presented by Capt. Lyston S. Black, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8774.jpg,1935,34.153937,-118.308515,
,"""Spirit of the C. C. C"" by John Palo-Kangas in Griffith Park on the day President Roosevelt unveiled the statue, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8784.jpg,1935,34.153937,-118.308515,
,"Eleanor Roosevelt with mezzosoprano Gladys Swarthout at the Hollywood Bowl, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8779.jpg,1935,34.112813,-118.33876,
,"Audience view of Eleanor Roosevelt's address at the Hollywood Bowl, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8781.jpg,1935,34.112213,-118.338861,
,"Gladys Swarthout, Aurelia Reinhardt, Grace Ashley, Eleanor Roosevelt, and Kate Page Crutcher at the Hollywood Bowl, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8780.jpg,1935,34.112695,-118.338873,
,"Eleanor Roosevelt speaking at the Hollywood Bowl, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8783.jpg,1935,34.112702,-118.338912,
,"Jack Jordan, doorman at the Biltmore Hotel raising a white flag to ward off pigeons, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8672.jpg,1935,34.049813,-118.253938,
,"M. Franklin Kline, Official Shippers Guide editor, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8592.jpg,1935,34.04979,-118.254022,
,"George A. Hormel's home in Beverly Hills after a break in, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8729.jpg,1935,34.088108,-118.437906,
,"Charles Cohen, survivor of Florida hurricane reading newspaper reports about the steamer he was rescued from, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8673.jpg,1935,34.051777,-118.342445,
,"George A. Hormel's home in Beverly Hills after a robbery, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8730.jpg,1935,34.088108,-118.437906,
,"Eastman Grammar School student Phyllis Dayley looking into a classroom, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8629.jpg,1935,34.017154,-118.184587,
,"Eastman Grammar School, children and teachers mingle outside tented classrooms, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8630.jpg,1935,34.017154,-118.184587,
,"Three firefighters work to contain fire from an oil explosion at Petrol Corporation Refinery, Vernon, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10278.jpg,1935,34.003928,-118.193025,
,"Firefighters hose down fire from oil explosion at the Petrol Corporation Refinery, Vernon, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10279.jpg,1935,34.003928,-118.193025,
,"Busby Berkeley, film and dance director, being comforted by his mother, Gertrude B. Enos, after a car accident, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8342.jpg,1935,34.063818,-118.273655,
,"Patty Lou Williams, rescued by inhalator squad at birth, sitting with sister, Ethel Lucille Williams, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8573.jpg,1935,34.082506,-118.311043,
,"Edward Laurence Doheny funeral procession at St. Vincent de Paul Church, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8520.jpg,1935,34.02877996,-118.2762122,
,"Students at the drinking fountain on the first day back to school, Montebello, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8502.jpg,1935,34.012372,-118.100737,
,"Students playing on the first day back to school, Montebello, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8503.jpg,1935,34.012372,-118.100737,
,"Students in the classroom on the first day back to school, Montebello, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8504.jpg,1935,34.012372,-118.100737,
,"Ingrid Hanson and Marilyn Hensen drawing on the first day back to school, Montebello, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8505.jpg,1935,34.012372,-118.100737,
,"Ramona Genoud and Mervin Pennell on the first day back to school, Montebello, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8506.jpg,1935,34.012372,-118.100737,
,"Students eating lunch on the first day back to school, Montebello, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8507.jpg,1935,34.012372,-118.100737,
,"Mrs. Dorothy Bothman, Kenneth Knollenberg, and Christine Ullrich on the first day back to school, Montebello, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8508.jpg,1935,34.012372,-118.100737,
,"Students crossing the street with officer Ivan E. Crooks on the first day back to school, Montebello, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8500.jpg,1935,34.01142,-118.101006,
,"A crowd of students with officer Ivan E. Crooks on the first day back to school, Montebello, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8501.jpg,1935,34.01142,-118.101006,
,"Representatives memorialize the death of Queen Astrid at St. Vibiana's Cathedral, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8548.jpg,1935,34.05054379,-118.2450879,
,"Memorial service for Queen Astrid at St. Vibiana's Cathedral, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8549.jpg,1935,34.05054379,-118.2450879,
,"Frances Steloff, bookseller, with her collection at the Biltmore Hotel, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8598.jpg,1935,34.04979,-118.254022,
,"Jean Begg, National General Secretary of the Y.W.C.A in India, Burma, and Ceylon, at a YWCA conference, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8699.jpg,1935,34.045484,-118.263925,
,"View towards Will Rogers' ranch house, Pacific Palisades, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0012.jpg,1935,34.054999,-118.511682,
,"Will Rogers ranch house, exterior view of the south-facing side, Pacific Palisades, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0008.jpg,1935,34.054579,-118.512497,
,"Will Rogers ranch house, exterior view of the north-facing side, Pacific Palisades, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0007.jpg,1935,34.055222,-118.512538,
,"Will Rogers ranch house, patio, Pacific Palisades, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0006.jpg,1935,34.05495,-118.512563,
,"Dinner Bell at the Will Rogers Ranch, Pacific Palisades, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0010.jpg,1935,34.054813,-118.512569,
,"Sheriff Gene Biscailuz and Mexican Consul Ricardo Hill pose with locals during the Founding Day Celebration at Olvera Street, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8332.jpg,1935,34.057469,-118.237551,
,"Isidore B. Dockweiler and Adriana Figueroa celebrating the city's one hundred and fifty-fourth anniversary at Olvera Street, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8700.jpg,1935,34.057469,-118.237551,
,"Ripley Nicholas Baylies celebrating his 90th birthday with daughter Mrs. Harriet Tilden at the Hollywood Roosevelt Hotel, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8562.jpg,1935,34.10127,-118.341747,
,"Lillian L. Smith, at the Lincoln Heights jail, demonstrates her past misbehavior, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10051.jpg,1935,34.077786,-118.225081,
,"Lucy Gutierrez setting up her stand in preparation for the Founding Day Celebration on Olvera Street, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8331.jpg,1935,34.057469,-118.237551,
,"MMC Dr. Ralph Willard examining the monkey he froze in his revival experiment, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8182.jpg,1935,34.101363,-118.334526,
,"MMC Dr. Ralph Willard and assistant performing medical resurrection experiment on a frozen monkey, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8183.jpg,1935,34.101363,-118.334526,
,"MMC Frozen Monkey that was used in Dr. Ralph Willardâ€™s resurrection experiment, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8184.jpg,1935,34.101363,-118.334526,
,"MMC Dr. C.C. Warn observing Dr. Ralph Willardâ€™s frozen monkey experiment, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8186.jpg,1935,34.101363,-118.334526,
,"MMC Dr. Ralph Willard, made infamous from his frozen monkey experiment, with Dr. C. C. Warn and others, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8187.jpg,1935,34.101363,-118.334526,
,"Actress Louise Brien and Dr. M. J. Hermes at the Del Mar Club, Santa Monica, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10276.jpg,1935,34.006435,-118.491092,
,"Olvera Street cross with a tribute to Will Rogers, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0055.jpg,1935,34.056958,-118.23843,
,"Petra and Francisco Rangel, married for 67 years and oldest residents of their city, San Gabriel, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10854.jpg,1935,34.099997,-118.110165,
,"James Arnold Reeves and Helen Forbes Reeves on their wedding day, Pasadena, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8308.jpg,1935,34.145197,-118.140105,
,"James Arnold Reeves and Helen Forbes Reeves on their wedding day, Pasadena, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8309.jpg,1935,34.145197,-118.140105,
,"Newlyweds Margaret Forbes Reeves and James Arnolds Reeves pose with their attendants, Pasadena, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8310.jpg,1935,34.145197,-118.140105,
,"MMC Dr. Robert Cornish, right, discussing revivification experiments with Dr. Ralph Willard, left, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8163.jpg,1935,34.101363,-118.334526,
,"Mrs. Claire Nordstrom, parole officer, Whittier State School, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10152.jpg,1935,33.975974,-118.050982,
,"Japanese officials Hajime Maehara, Yoshio Kuroda, Jisuki Ohahashi, and Annaka Yoshii on tour, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8546.jpg,1935,34.050394,-118.240885,
,"Eunice La Haise, Donna Jeanne Lewis, and Amelia Beck posing during their reenactment of ""Romance of Centinela Springs"", Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8387.jpg,1935,33.9725134,-118.3434088,
,"Eunice La Haise, Donna Jeanne Lewis, and Amelia Beck dancing a reenactment of ""Romance of Centinela Springs"", Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8388.jpg,1935,33.9725134,-118.3434088,
,"Donna Jeanne Lewis, dancing in the reenactment of ""Romance of Centinela Springs"", Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8389.jpg,1935,33.9725134,-118.3434088,
,"Police Captain R.R. McDonald with Barbara Whittaker, Louise Watkins, Mrs. Kromer and Mable Patton at a shooting range, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10161.jpg,1935,34.082047,-118.24195,
,"Assemblyman Frank W. Wright speaking at a Los Angeles County budget hearing, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10181.jpg,1935,34.054888,-118.244349,
,"John Palo-Kangas, sculptor, placing a mold on his plaster of Paris statue ""Spirit of the C. C. C."" in Griffith Park, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10150.jpg,1935,34.15450157,-118.3075404,
,"Alden Rhoades shoots at prowler, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10111.jpg,1935,33.767025,-118.186556,
,"""Apple Annie"" next to her fruit stand the day after a robbery, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10025.jpg,1935,34.05403,-118.244973,
,"A column of mourners lined up behind a rope guideline to pay tribute to Will Rogers at Forest Lawn, Glendale, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0017.jpg,1935,34.125164,-118.25152,
,"Mourners at the iron gate of Forest Lawn waiting to pay their respects to Will Rogers, Glendale, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0020.jpg,1935,34.125057,-118.252671,
,"Red cross workers in front of a tent during the funeral of Will Rogers at Forest Lawn, Glendale, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0014.jpg,1935,34.125487,-118.25295,
,"Red cross workers administering first aid in tent during the funeral of Will Rogers at Forest Lawn, Glendale, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0019.jpg,1935,34.125487,-118.25295,
,"C. R. Smith, President of American Airlines, at a Chamber of Commerce luncheon held in his honor, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10193.jpg,1935,34.038156,-118.260289,
,"Cooper Arms Apartments, view of fire escapes from street level, Long Beach, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10119.jpg,1935,33.767025,-118.186556,
,"Detective Sergeant Sibley standing near the bathtub where Gladys G. Fair's body was found, Long Beach, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10120.jpg,1935,33.767025,-118.186556,
,"Detective Sergeant Sibley standing at the door leading to Gladys G. Fair's apartment, Long Beach, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10121.jpg,1935,33.767025,-118.186556,
,"Detective Sergeant W. L. Woodruff dusting for fingerprints at the Gladys G. Fair crime scene, Long Beach, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10122.jpg,1935,33.767025,-118.186556,
,"Apartment of murder victim Gladys G. Fair, Long Beach, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10123.jpg,1935,33.767025,-118.186556,
,"Dress draped over a chair in Gladys G. Fair's apartment, Long Beach, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10125.jpg,1935,33.767025,,
,"Police Captain W. M. Littell with Stanley Bell and other children from Hollenbeck Heights, Hollenbeck Station, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10128.jpg,1935,34.045374,-118.214798,
,"Police Captain W. M. Littell with boys from Hollenbeck Heights, Hollenbeck Station, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10129.jpg,1935,34.045374,-118.214798,
,"Raymond Nuno, who had an infection after stepping on a nail, and his brothers George and Javier who took him to the hospital in their wagon, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10157.jpg,1935,34.042363,-118.269552,
,"Elsa Nuno and her sons, Raymond, George, and Javier at the Georgia Street Receiving Hospital, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10158.jpg,1935,34.042363,-118.269552,
,"Plane carrying the bodies of Will Rogers and Wiley Post arrives at Union Air Terminal, Burbank, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0043.jpg,1935,34.201873,-118.359586,
,"Plane carrying the bodies of Will Rogers and Wiley Post arrives at Union Air Terminal, Burbank, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0044.jpg,1935,34.201873,-118.359586,
,"Portrait of two of the pilots who flew the bodies of Will Rogers and Wiley Post to Union Air Terminal, Burbank, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0046.jpg,1935,34.201163,-118.359586,
,"Mourners attending the arrival of the bodies of Will Rogers and Wiley Post at Union Air Terminal, Burbank, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0041.jpg,1935,34.20308,-118.359972,
,"Two hearses for the bodies of Will Rogers and Wiley Post at Union Air Terminal, Burbank, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0042.jpg,1935,34.201163,-118.36023,
,"Portrait of the five pilots who flew the bodies of Will Rogers and Wiley Post to Union Air Terminal, Burbank, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0045.jpg,1935,34.201163,-118.36023,
,"George W. Rochester and Upton Sinclair at a debate at the Hollywood Bowl, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10271.jpg,1935,34.112657,-118.338868,
,"Upton Sinclair debating at the Hollywood Bowl, Los Angeles, 1925",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10272.jpg,1935,34.112657,-118.338868,
,"Upton Sinclair debating at the Hollywood Bowl, Los Angeles, 1925",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10273.jpg,1935,34.112657,-118.338868,
,"Hamilton Fish debating at the Hollywood Bowl, Los Angeles, 1925",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10274.jpg,1935,34.112657,-118.338868,
,"Flag at half-mast at City Hall for Will Rogers and Wiley Post, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10073.jpg,1935,34.053854,-118.243784,
,"Flag at half-mast at City Hall for Will Rogers and Wiley Post, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10074.jpg,1935,34.053854,-118.243784,
,"Robert Brown of the liquor control division checks cases of seized liquor in the California State Building, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10026.jpg,1935,34.05377,-118.244557,
,"Edward E. Spence and Norman A. Pabst fly the flag at half mast at City Hall upon news of the death of Will Rogers, Beverly Hills, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0051.jpg,1935,34.072978,-118.401337,
,"Edward E. Spence and Norman A. Pabst fly the flag at half mast at City Hall upon news of the death of Will Rogers, Beverly Hills, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0052.jpg,1935,34.072978,-118.401337,
,"Robert M. Donaldson, retired pastor of Beverly Hills Community Presbyterian Church with book in hand, probably in anticipation of his memorial service for Will Rogers, Beverly Hills, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10060.jpg,1935,34.070988,-118.405375,
,"Adeline Shorb, upon release from Lincoln Heights jail for using a fictitious name to obtain relief, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10054.jpg,1935,34.077786,-118.225081,
,"Dinsmore Alter shows a group of Arizona Boy Scouts the Zeiss refracting telescope at the Griffith Observatory, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10059.jpg,1935,34.11811561,-118.3003199,
,"Southernmost of the four Figueroa Street Tunnels under construction, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10046.jpg,1935,34.074655,-118.232441,
,"Southernmost of the four Figueroa Street Tunnels under construction, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10044.jpg,1935,34.073164,-118.23382,
,"Southernmost of the four Figueroa Street Tunnels under construction, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10042.jpg,1935,34.073,-118.234029,
,"Southernmost of the four Figueroa Street Tunnels under construction, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10043.jpg,1935,34.073,-118.234029,
,"Ann Bagot and her son, Robert, starting deportation journey on a train at Southern Pacific Station, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10057.jpg,1935,34.041702,-118.239863,
,"Joseph Mesmer, Mary Franklin and Kay Sugahara at the banquet at the Kawafuku Cafe for the 2nd annual Nisei festival, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10108.jpg,1935,34.05145605,-118.2423574,
,"Miss Lil' Tokyo Alice Watanabe and K. Baba at  at the banquet at the Kawafuku Cafe for the 2nd annual Nisei Festival, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_9984.jpg,1935,34.05145605,-118.2423574,
,"Japanese-american Pioneers at at the banquet at the Kawafuku Cafe for the 2nd annual Nisei Festival, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_9986.jpg,1935,34.05145605,-118.2423574,
,"Miss Lil Tokio Alice Watanabe extends an invitation to Mayor Frank L. Shaw for the Nisei festival, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10039.jpg,1935,34.053986,-118.243178,
,"County Courthouse under demolition, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10023.jpg,1935,34.056161,-118.244187,
,"Detectives Thad Brown and George Hill and another man investigate Fred La Mar's accidental fall at the Hotel Rosslyn, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10033.jpg,1935,34.046693,-118.24853,
,"British Medical Association officers G. C. Anderson, E. Kaye Le Fleming, Bishop Harman and H. G. Dain at the L. A. Medical Assn. for lunch, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10056.jpg,1935,34.057552,-118.274245,
,"Don L. Overman, cocoa buyer, on vacation at the Ambassador Hotel, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10050.jpg,1935,34.0597,-118.2971,
,"Prince Mohamed Aly Ibrahim and his secretary Ali Hassan El-Borai at the Ambassador Hotel during a visit, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10055.jpg,1935,34.0597,-118.2971,
,"Centinela Springs Pageant rehearsal with Roy Winborn, Bonnie Emerie and Owen Evans, Centinela Park, Inglewood, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10100.jpg,1935,33.974488,-118.34176,
,"Centinela Springs Pageant rehearsal with Bonnie Emerie and Owen Evans, Centinela Park, Inglewood, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10101.jpg,1935,33.974488,-118.34176,
,"Centinela Springs Pageant rehearsal with Owen Evans, Centinela Park, Inglewood, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10103.jpg,1935,33.974488,-118.34176,
,"Centinela Springs Pageant rehearsal with Owen Evans, Centinela Park, Inglewood, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10104.jpg,1935,33.974488,-118.34176,
,"Janice Harker and Reverend Hu C. Noble on their wedding day at  First Presbyterian Church, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10038.jpg,1935,34.032985,-118.272965,
,"Janet Chandler reads a book on the beach, Pacific Palisades, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8089.jpg,1935,34.038713,-118.545683,
,"Mrs. Kathryn Filcher, Ms. Leah Buchanan, and Ms. Maude Elizabeth Richards at returned travelers fete, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8051.jpg,1935,34.035224,-118.308959,
,"Veterans of the American Legion City Hall Post 387 with Mayor Shaw outside City Hall, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_9927.jpg,1935,34.054055,-118.243254,
,"Veterans of the American Legion City Hall Post 387 with Mayor Shaw outside City Hall, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_9928.jpg,1935,34.054055,-118.243254,
,"Marian Skouras and Velda Martin canoeing amidst lotus flowers on Echo Park Lake, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_9902.jpg,1935,34.072942,-118.260698,
,"Detective Lieutenants Everett Harris and  Joe Gentry inspect fire damage to a boarding house, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10078.jpg,1935,34.101073,-118.329296,
,"Mary Plimpton, assistant at Old Plaza Mission Restoration Fiesta, Los Angeles, 1935",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_9965.jpg,1935,34.056562,-118.238704,
