Title,Subject,Subject Name,Geographic Coverage,Photographer,Year,Caption,longitude,latitude,imageurl
"Muhammad Ali jogging with California's Secretary of State, March Fong Eu in Los Angeles, Calif., 1980",Chinese American women--California,"Eu, March Fong","Elysian Park (Los Angeles, Calif.)",,1980,,-118.2395732,34.08307243,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326165a.jpg
"Madame Chiang Kai-shek arrives at City Hall, Los Angeles (Calif.)",Chinese Americans--California--Los Angeles,"Los Angeles City Hall (Los Angeles, Calif.)",Los Angeles (Calif.),,1943,,-118.2431057,34.053915,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00012789a.jpg
"Artistic Director Lula Washington and a male dancer rehearsing in Los Angeles, Calif., 1986",Choreographers--California--Los Angeles County,"Washington, Lula",Los Angeles (Calif.),"Galvez, Jose",1986,,-118.3355963,34.0176892,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00328732a.jpg
"Christmas trees and automobiles lining street in downtown Los Angeles, circa 1928",Christmas trees,,"Los Angeles (Calif.)--Buildings, structures, etc.",,1928,,-118.2502055,34.04864146,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00166777a.jpg
Cinco de Mayo parade in Pomona (Calif.),Cinco de Mayo (Mexican holiday),,Pomona (Calif.),,1941,,-117.7524599,34.05777383,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00012794a.jpg
"Los Angeles Times and surrounding buildings viewed from 2nd and Spring Street intersection, 1963",City & town life--California--Los Angeles,"Los Angeles Times Building (Los Angeles, Calif.)","Los Angeles (Calif.)--Buildings, structures, etc.",,1963,,-118.2455224,34.053935,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00327059a.jpg
"Inside the chamber at meeting of Los Angeles City Councilmen, circa 1928",City council members--California--Los Angeles,Los Angeles (Calif.). City Council,Los Angeles (Calif.)--Officials and employees,,1928,,-118.243264,34.053589,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329176a.jpg
"Madrona Marsh with oil wells and condominiums in Torrance, Calif., 1986",City planning--California--Torrance,,Madrona Marsh (Calif.),"Chase, Harry",1986,,-118.3453059,33.82637119,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00328799a.jpg
"Dr. Martin Luther King Jr. speaking at civil rights rally at Los Angeles Coliseum, 1964",Clergy--California--Los Angeles County,"O'Keefe, Walter, 1900-1983",Los Angeles (Calif.),,1964,,-118.2880354,34.01403197,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326245a.jpg
"Donald J. Pliner with his wife Lois in his store on Rodeo Drive, Beverly Hills, Calif., 1976",Clothing stores--California--Los Angeles,"Pliner, Donald J.",Beverly Hills (Calif.),"Ballard, Kathleen",1976,,-118.4025228,34.06868494,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00328974a.jpg
"Mrs. Willoughby Rodman at 1932 luncheon of the Olympic Hostess Organization Los Angeles, Calif.",Clubwomen--California--Los Angeles,"Rodman, Arabella Page, 1868-1955",Los Angeles (Calif.),,1932,,-118.2820728,34.06109253,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00166355a.jpg
"Mourners kneeling at the casket of Ruben Salazar at his funeral, Newport Beach, 1970",Coffins,"Salazar, Ruben, 1928-",Newport Beach (Calif.),,1970,,-117.8528993,33.61058382,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/C1429_b662_neg265105-15_frame20.jpg
"Civil War veterans and women at the unveiling of the confederate monument at Hollywood cemetery in Los Angeles, Calif., circa 1920",Confederate Memorial Day,"Hollywood Forever Cemetery (Hollywood, Los Angeles, Calif.)",Los Angeles (Calif.),,1920,,-118.3186877,34.088466,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00134819a.jpg
"Confrontation between African American and white students at San Fernando Valley State College, 1969",Confrontations,"California State University, Northridge",San Fernando Valley (Calif.)--Race relations,"Brown, Frank Q.",1969,,-118.5258067,34.2412895,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326119a.jpg
"Lie detector test demonstration at American Polygraph Association convention in Los Angeles, Calif., 1970",Congresses and conventions--California--Los Angeles,American Polygraph Association,Los Angeles (Calif.),,1970,,-118.3599186,34.1376054,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00283010a.jpg
"Margaret Prescod of Black Coalition Fighting Back Serial Murders handing out flyers about the Southside Slayer on Rodeo Drive in Beverly Hills, Calif., 1986",Crime prevention--Citizen participation,"Prescod-Roberts, Margaret",Beverly Hills (Calif.),"Kaul, Rosemary",1986,,-118.4031384,34.06919929,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326931a.jpg
"Los Angeles police officer inspecting area of Ambassador Hotel kitchen where Robert F. Kennedy was shot, 1968",Crime scenes--California--Los Angeles County,"Kennedy, Robert F., 1925-1968 --Assassination",Los Angeles (Calif.),"Hackley, Gene",1968,,-118.2970476,34.06002816,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326099a.jpg
"David Bacon murder case; two men seated at table in rented cottage in Laurel Canyon, Calif., 1943",Crime scenes--California--Los Angeles County,"Bacon, David G., 1914-1943--Death and burial",Los Angeles (Calif.),,1943,,-118.3762439,34.10377294,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/21198-zz000899qw-1-thumbnail.jpg
"David Bacon murder case; open telephone book on desk found in rented cottage in Laurel Canyon, Calif., 1943",Crime scenes--California--Los Angeles County,"Bacon, David G., 1914-1943--Death and burial",Los Angeles (Calif.),,1943,,-118.3762439,34.10377294,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/21198-zz000899wg-1-thumbnail.jpg
"David Bacon murder case; livingroom [?] of rented cottage in Laurel Canyon, Calif., 1943",Crime scenes--California--Los Angeles County,"Bacon, David G., 1914-1943--Death and burial",Los Angeles (Calif.),,1943,,-118.3762318,34.10374295,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/21198-zz00089b95-1-thumbnail.jpg
"David Bacon murder case; exterior of rented cottage in Laurel Canyon, Calif., 1943",Crime scenes--California--Los Angeles County,"Bacon, David G., 1914-1943--Death and burial",Los Angeles (Calif.),,1943,,-118.3762546,34.10363524,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/21198-zz00089bgr-1-thumbnail.jpg
Crucifix above gateway at Los Angeles Mission Gardens in 1926,Crosses--California--Los Angeles County,,"Mission Gardens (Los Angeles, Calif.)",,1926,,-118.25064,34.05107715,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00166169a.jpg
"Los Angeles City Hall dedication overhead view of crowd, 1928",Crowds,"Los Angeles City Hall (Los Angeles, Calif.)--History",Los Angeles (Calif.),,1928,,-118.2432318,34.05394833,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/21198-zz00090bwb-1-thumbnail.jpg
"Los Angeles City Hall dedication, crowd in streets, 1928",Crowds,"Los Angeles City Hall (Los Angeles, Calif.)--History",Los Angeles (Calif.),,1928,,-118.2442939,34.05299721,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/21198-zz00090bqr-1-thumbnail.jpg
"Crowd at City Hall watching unveiling of new Los Angeles Railway streetcars at Transportation Week celebration, 1937",Crowds,Los Angeles Railway,Los Angeles (Calif.),,1937,,-118.2434624,34.054255,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00059698a.jpg
"Crowd at train station waiting for Aimee Semple McPherson's arrival from Douglas, Arizona",Crowds,"McPherson, Aimee Semple, $d 1890-1944",Los Angeles (Calif.),,1926,,-118.2385218,34.04143176,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00166227a.jpg
"Crowd at annual picnic at Lincoln Park for Iowans living in California, circa 1928",Crowds,,"Lincoln Park Recreation Center (Los Angeles, Calif.)",,1928,,-118.2023469,34.06721406,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00153904a.jpg
"Crowd (including protesters) gathers outside of Century Plaza Hotel in anticipation of President Johnson's arrival, 1967.",Crowds,,"Century City (Los Angeles, Calif.)",,1967,,-118.4149683,34.05765939,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/21198-zz0013zqbt-1-thumbnail.jpg
"Bobbi Trout and Ruth Elder with bouquets of flowers christening plane at Grand Central Air Terminal dedication in Glendale, Calif., 1929",Dedications--California--Los Angeles County,"Trout, Evelyn, 1906-",Glendale (Calif.),,1929,,-118.286858,34.162972,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00166308a.jpg
"Civic Leaders at dedication of Los Angeles City Hall, Calif., 1928",Dedications--California--Los Angeles County,"Los Angeles City Hall (Los Angeles, Calif.)--History",Los Angeles (Calif.)--Officials and employees,,1928,,-118.2430816,34.05345055,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/21198-zz00090bm6-1-thumbnail.jpg
"Los Angeles City Hall during dedication ceremonies, 1928",Dedications--California--Los Angeles County,"Los Angeles City Hall (Los Angeles, Calif.)--History","Los Angeles (Calif.)--Buildings, structures, etc.",,1928,,-118.2443583,34.05336166,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/21198-zz00090bzc-1-thumbnail.jpg
"American Veterans' Committee protests lack of housing for veterans in MacArthur Park, Calif., 1947",Demonstrations--California--Los Angeles County,American Veterans Committee. California State Council,Los Angeles (Calif.),,1947,,-118.2766521,34.05969929,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00059337a.jpg
"Afghani protesters with signs decrying Soviet occupation of Afghanistan, Los Angeles, Calif., 1986",Demonstrations--California--Los Angeles County,,"Afghanistan--History--Soviet occupation, 1979-1989--Foreign public opinion, American","Brown, Sarah M.",1986,,-118.2435644,34.05370833,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329797a.jpg
"Bar of the Bullocks Wilshire Tea Room in Los Angeles, Calif., 1980",Department stores--California--Los Angeles,Bullock's Wilshire (Department store),Los Angeles (Calif.),"Davis, Larry",1980,,-118.2880136,34.0616394,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326730a.jpg
"Leaders at a conference on Fair Employment Practices, Los Angeles (Calif.)",Discrimination in employment,California. Legislature. Assembly. Fair Employment Practices Commission Bill,Los Angeles (Calif.),,1956,,-118.260296,34.05017933,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00012854a.jpg
Los Angeles Fire Department accused of lying about desegregation,Discrimination in employment,Los Angeles (Calif.). Fire Dept.,Los Angeles (Calif.),,1955,,-118.2425559,34.05355721,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00012625a.jpg
"African American women and children sitting on steps of house at 29th and Naomi streets in Los Angeles, Calif., 1962",Dwellings $z California $z Los Angeles,,Los Angeles (Calif.),,1962,,-118.2536495,34.01586839,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00328206a.jpg
"Home of Kate Crane-Gartz at the time Upton Sinclair was a guest, Palos Verdes Estates, 1934",Dwellings $z California $z Palos Verdes Estates,"Sinclair, Upton, $d 1878-1968",Palos Verdes Estates (Calif.),,1934,,-118.39154,33.801147,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10495.jpg
"Home of Kate Crane-Gartz at the time Upton Sinclair was a guest, Palos Verdes Estates, 1934",Dwellings $z California $z Palos Verdes Estates,"Sinclair, Upton, $d 1878-1968",Palos Verdes Estates (Calif.),,1934,,-118.39154,33.801147,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10497.jpg
"Home of Kate Crane-Gartz at the time Upton Sinclair was a guest, Palos Verdes Estates, 1934",Dwellings $z California $z Palos Verdes Estates,"Sinclair, Upton, $d 1878-1968",Palos Verdes Estates (Calif.),,1934,,-118.39154,33.801147,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10498.jpg
"Home of Kate Crane-Gartz at the time Upton Sinclair was a guest, Palos Verdes Estates, 1934",Dwellings $z California $z Palos Verdes Estates,"Sinclair, Upton, $d 1878-1968",Palos Verdes Estates (Calif.),,1934,,-118.391388,33.801331,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10496.jpg
"Library books in cold storage, Los Angeles, Calif., 1987",Education,"Los Angeles Public Library--Fires, 1986",Los Angeles (Calif.),"Keyes, Con",1987,,-118.2553446,34.05051712,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329499a.jpg
"Brad Gates (left) shakes hands with Cecil Hicks before the GOP Election Party at the South Coast Plaza Hotel, 1982",Election officials--California--Los Angeles County,"Gates, Brad",Costa Mesa (Calif.),"Hall, Kari Rene",1982,,-117.8840947,33.6914597,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/21198-zz0015v3q9-1-thumbnail.jpg
"Los Angeles, Calif. Pacific Electric Red Car passing over Pico Street viaduct with people and autos below, circa 1927",Electric railroads--Cars,Pacific Electric Railway Company,"Los Angeles (Calif.)--Buildings, structures, etc.",,1927,,-118.2200038,34.02051038,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00166212a.jpg
"Bobbi Trout in flight suit standing beside her plane at Mines Field after setting women's endurance record, Los Angeles, Calif., 1929",Endurance flights,"Trout, Evelyn, 1906-",Los Angeles (Calif.),,1929,,-118.4086631,33.9435273,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00166392a.jpg
"Comedian Phyllis Diller surveying her wardrobe in her 18x30-foot closet, Calif., 1978",Entertainers--Clothing and dress--1970-1980,"Diller, Phyllis",Los Angeles (Calif.),"Armstrong, Larry",1978,,-118.493042,34.05541499,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00340060a.jpg
"Aerial view of coastline and inland area around Malibu, Calif., 1987",Environment,,Pacific Coast Highway,"Cohen, Cassy",1987,,-118.7003231,34.03647973,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326948a.jpg
"Dancers performing at the World Eskimo-Indian Olympics in Los Angeles, Calif., 1984",Eskimo dance,World Eskimo-Indian Olympics,Los Angeles (Calif.),,1984,,-118.2562646,34.05218608,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326364a.jpg
"Delaware Indian Betti Haring puts headdress on California Attorney General Robert W. Kenny, 1943",Ethnic festivals--California--Los Angeles County,"Kenny, Robert W. $q (Robert Walker), $d 1901-1976",Los Angeles (Calif.),,1943,,-118.2033581,34.09958527,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00059498a.jpg
"Bullets used as evidence in David Clark murder trial, 1931.","Evidence, Criminal","Clark, David H., 1899-1954--Trials, litigation, etc.","Civic Center (Los Angeles, Calif.)",,1931,,-118.230827,34.06053,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/21198-zz0015b3z6-1-thumbnail.jpg
"Aerial view of construction on Century Freeway overpass on Harbor Freeway, Calif., 1986",Express highways--California--Los Angeles County--Design and construction,,Harbor Freeway (Calif.),"Barnard, Tony",1986,,-118.2805252,33.93088048,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329216a.jpg
"Aerial view of construction on San Bernardino Freeway near California State University Los Angeles, 1972",Express highways--California--Los Angeles County--Design and construction,"California State University, Los Angeles",Interstate 10,,1972,,-118.1662416,34.05834825,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00327566a.jpg
"Automobiles on Cahuenga Pass highway in Los Angeles, Calif., 1936",Express highways--California--Los Angeles County,,"Cahuenga Pass Parkway (Los Angeles, Calif.)",,1936,,-118.3428553,34.1244524,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00340320a.jpg
"Lower half of the fa̤ade of St. Vincent's de Paul Church, Los Angeles, 1929",Fa̤ades--California--Los Angeles,"St. Vincent de Paul Church (Los Angeles, Calif.)","Los Angeles (Calif.)--Buildings, structures, etc.",,1929,,-118.27618,34.02838651,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00167452a.jpg
"Clothing designer, Rudi Gernreich, onstage with models in swimsuits at Los Angeles Fashion Group's Man of the Year in 1968",Fashion designers--United States,"Gernreich, Rudi, 1922-1985",Los Angeles (Calif.),"Tiffany, Nelson",1968,,-118.247754,34.0578016,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326080a.jpg
